"ID","IDmuni","Especie","N_IFN2","AB_IFN2","VCC_IFN2","N_IFN3","AB_IFN3","VCC_IFN3","N_IFN4","AB_IFN4","VCC_IFN4","EspecieN"
414,34126,25,NA,NA,NA,1.81786173931206,0.0367259237710224,0.142919458687008,NA,NA,NA,"P. nigra"
417,34126,26,NA,NA,NA,0.399455805531701,0.0225180648319143,0.118785784418266,0.084247834086381,0.00882595923340494,0.0558489961164742,"P. pinaster"
418,34126,43,NA,NA,NA,NA,NA,NA,3.03069589662837,0.0426238495749337,0.161811494493713,"Q. pyrenaica"
424,34129,21,186.122635595745,3.47583606988738,14.3716462584713,249.610050380744,6.69034073737471,34.0199727537773,175.542851144165,6.98016759052733,41.2456411638293,"P. sylvestris"
425,34129,25,97.3374117619123,1.41520827260963,5.21353110798487,64.3712811053987,1.56867341956936,7.71898639103118,51.0129253797213,2.01171421178944,12.2872343891142,"P. nigra"
427,34129,26,36.8932646449888,0.899564111010883,4.051885797427,8.4804598516355,0.524786132730768,2.84992710051326,3.90256749333414,0.425291158480444,2.65678445618064,"P. pinaster"
428,34129,43,36.426568199561,0.448253140179647,1.6741694809114,60.9787944608017,0.839591842077069,3.2171035831335,99.5539529381728,1.49177517008867,6.33727465800309,"Q. pyrenaica"
434,34131,25,NA,NA,NA,NA,NA,NA,10.2887747477584,0.39161116138774,2.30655018933283,"P. nigra"
436,34131,26,NA,NA,NA,NA,NA,NA,0.985985775281478,0.0995757273437396,0.626075051392482,"P. pinaster"
438,34131,43,NA,NA,NA,0.943712300716311,0.0111050013670279,0.0394796312381874,1.84715554558826,0.0221115338303687,0.0891696440535199,"Q. pyrenaica"
439,34131,44,NA,NA,NA,5.57681593962489,0.0527748680592845,0.204503147570546,10.8922806676571,0.117714238127539,0.434581435982908,"Q. faginea"
451,34135,21,NA,NA,NA,22.0498783030504,0.435794306300519,1.95493909233225,25.8317861796034,1.04121420034539,6.13375492143342,"P. sylvestris"
455,34135,25,26.7325656240125,0.33531938924364,1.01091153908576,37.0068510121146,0.82576765464594,3.63425469916021,32.6304535195769,1.22408991526308,7.17571714427038,"P. nigra"
457,34135,26,NA,NA,NA,NA,NA,NA,3.13901821288692,0.314861297979258,1.95415540239315,"P. pinaster"
459,34135,42,NA,NA,NA,11.0004451599568,0.518613849921042,2.7282097518243,3.55070462529516,0.207294962245896,1.17227659914391,"Q. petraea"
460,34135,43,NA,NA,NA,63.6599429108078,0.932039489517011,3.60919009210186,169.717844959862,2.84213468975414,12.3238391161769,"Q. pyrenaica"
461,34135,44,NA,NA,NA,6.15073909306615,0.0587992788966374,0.22640881148937,6.01347308155499,0.0687414879927111,0.249293325174965,"Q. faginea"
469,34136,21,NA,NA,NA,33.6891655931188,0.899602537144606,4.60594813695894,26.4230430251798,1.06696446581142,6.39821796097165,"P. sylvestris"
472,34136,25,20.9698834026671,0.271050694057757,0.909956643976336,3.48792645825097,0.0726795818461103,0.315670794030265,7.78876191229625,0.299557138167768,1.77609520947604,"P. nigra"
474,34136,26,NA,NA,NA,0.791497982083067,0.0443654376997473,0.228801215349634,0.805630598693067,0.085296370306419,0.542347328407825,"P. pinaster"
475,34136,43,NA,NA,NA,52.4208596290203,0.832696259339201,3.32229930067314,97.9653790775159,1.5408183786637,6.32672763813148,"Q. pyrenaica"
479,34139,21,NA,NA,NA,NA,NA,NA,8.79515509524993,0.385443681024897,2.15490038845474,"P. sylvestris"
480,34139,25,65.2231024127053,0.774962526067397,2.22448007400577,118.27578684754,2.79693623616612,12.7157834005984,117.582087468156,4.39208367169748,25.6492693156149,"P. nigra"
