"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","NtreesNFI2","NtreesNFI3","NtreesNFI4","AgeNFI3","AgeNFI4","SPdevelopmentNFI2","SPdevelopmentNFI2name","SPdevelopmentNFI3","SPdevelopmentNFI3name","SPdevelopmentNFI4","SPdevelopmentNFI4name","Origin1NFI3","Origin1NFI3_EN","Origin2NFI3","Origin2NFI3_EN","Origin1NFI4","Origin1NFI4_EN","Origin2NFI4","Origin2NFI4_EN","SPcoverNFI2","SPcoverNFI3","SPcoverNFI4","RegenerNFI2","RegenerNFI2_EN","RegenerNFI3","RegenerNFI3_EN","RegenerNFI4","RegenerNFI4_EN"
341,42.749845,-4.247591,"A","1",NA,NA,"25","Pinus nigra",8,10,NA,0,NA,NA,NA,4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,NA,100,NA,1,"1–4 stems",1,"1–4 stems",NA,NA
342,42.739002,-4.406191,"A","4C","A","1","25","Pinus nigra",NA,3,20,20,0,"2","Thicket",3,"Polewood",3,"Polewood",3,"Naturalized","5","Mixed: seed and plantation",2,"Artificial",2,"Plantation",40,30,30,1,"1–4 stems",1,"1–4 stems",1,"1–4 stems"
342,42.739002,-4.406191,"A","4C","A","1","44","Quercus faginea",NA,NA,NA,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,40,3,">15 stems",NA,NA,2,"5–15 stems"
343,42.739151,-4.393978,"A","4",NA,NA,"21","Pinus sylvestris",NA,5,NA,0,NA,NA,NA,4,"Old growth",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,NA,30,NA,NA,NA,1,"1–4 stems",NA,NA
343,42.739151,-4.393978,"A","4",NA,NA,"45","Quercus ilex",NA,3,NA,0,NA,"3","Polewood",2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,60,50,NA,2,"5–15 stems",NA,NA,NA,NA
344,42.740299,-4.296268,"A","4","A","1","21","Pinus sylvestris",NA,3,7,20,0,"1","Young growth",3,"Polewood",3,"Polewood",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",70,20,20,0,NA,NA,NA,NA,NA
344,42.740299,-4.296268,"A","4","A","1","25","Pinus nigra",5,39,63,20,0,"2","Thicket",3,"Polewood",4,"Old growth",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",70,80,80,0,NA,NA,NA,NA,NA
346,42.741235,-4.210767,"A","4",NA,NA,"25","Pinus nigra",NA,26,NA,20,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,NA,90,NA,2,"5–15 stems",NA,NA,NA,NA
351,42.711994,-4.405581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,42.713698,-4.259079,"A","1",NA,NA,"43","Quercus pyrenaica",14,7,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,3,">15 stems",3,">15 stems",NA,NA
355,42.702991,-4.405378,"A","4C","A","1","25","Pinus nigra",NA,9,11,30,0,"3","Polewood",3,"Polewood",3,"Polewood",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",70,60,50,0,NA,NA,NA,NA,NA
355,42.702991,-4.405378,"A","4C","A","1","45","Quercus ilex",NA,1,1,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,50,3,">15 stems",3,">15 stems",2,"5–15 stems"
356,42.704489,-4.28330905,NA,NA,"A","4","21","Pinus sylvestris",NA,NA,3,0,0,NA,NA,3,"Polewood",4,"Old growth",2,"Artificial","J",NA,3,"Naturalized",5,"Mixed: seed and plantation",NA,30,20,1,"1–4 stems",1,"1–4 stems",NA,NA
356,42.704489,-4.28330905,NA,NA,"A","4","43","Quercus pyrenaica",NA,NA,23,0,0,"2","Thicket",2,"Thicket",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",70,70,70,3,">15 stems",3,">15 stems",1,"1–4 stems"
357,42.70456,-4.271104,"A","1",NA,NA,"21","Pinus sylvestris",1,4,NA,0,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,60,50,NA,1,"1–4 stems",NA,NA,NA,NA
358,42.704828,-4.246689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,42.695004,-4.319741,"A","1","A","4","25","Pinus nigra",NA,23,10,15,30,"2","Thicket",3,"Polewood",4,"Old growth",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",80,90,70,1,"1–4 stems",NA,NA,NA,NA
359,42.695004,-4.319741,"A","1","A","4","45","Quercus ilex",NA,NA,2,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,20,2,"5–15 stems",1,"1–4 stems",1,"1–4 stems"
361,42.683746,-4.50259,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,1,"1–4 stems",NA,NA,NA,NA
362,42.685574,-4.35616,NA,NA,NA,NA,"45","Quercus ilex",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
364,42.68586,-4.331754,"A","4","A","1","25","Pinus nigra",25,42,35,25,0,"3","Polewood",3,"Polewood",4,"Old growth",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",90,80,80,0,NA,NA,NA,NA,NA
366,42.68628,-4.295144,"A","4",NA,NA,"23","Pinus pinea",NA,5,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,NA,10,NA,1,"1–4 stems",NA,NA,NA,NA
366,42.68628,-4.295144,"A","4",NA,NA,"25","Pinus nigra",2,5,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,NA,50,NA,0,NA,NA,NA,NA,NA
366,42.68628,-4.295144,"A","4",NA,NA,"36","Cupressus sempervirens",2,NA,NA,NA,NA,"3","Polewood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,0,NA,NA,NA,NA,NA
369,42.677277,-4.294957,"A","4","A","1","25","Pinus nigra",NA,19,32,25,0,"3","Polewood",4,"Old growth",4,"Old growth",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",60,60,60,1,"1–4 stems",NA,NA,NA,NA
381,42.659957,-4.892451,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,42.650956,-4.892178,"A","4",NA,NA,"21","Pinus sylvestris",14,13,NA,35,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,60,50,NA,0,NA,NA,NA,NA,NA
383,42.650956,-4.892178,"A","4",NA,NA,"25","Pinus nigra",10,4,NA,35,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,NA,30,NA,0,NA,NA,NA,NA,NA
383,42.650956,-4.892178,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
385,42.641955,-4.891905,"A","1","A","4","21","Pinus sylvestris",24,31,13,30,0,"3","Polewood",3,"Polewood",3,"Polewood",2,"Artificial","I",NA,2,"Artificial",2,"Plantation",60,70,50,1,"1–4 stems",NA,NA,NA,NA
387,42.642356,-4.867522,"A","1",NA,NA,"21","Pinus sylvestris",1,10,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,NA,40,NA,0,NA,NA,NA,NA,NA
388,42.632955,-4.891632,"A","1","A","4","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,10,NA,NA,3,">15 stems",3,">15 stems"
389,42.633156,-4.879442,"A","1",NA,NA,"21","Pinus sylvestris",4,28,NA,30,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,70,60,NA,1,"1–4 stems",NA,NA,NA,NA
389,42.633156,-4.879442,"A","1",NA,NA,"25","Pinus nigra",NA,NA,NA,30,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,40,20,NA,2,"5–15 stems",NA,NA,NA,NA
389,42.633156,-4.879442,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
391,42.633553,-4.855063,NA,NA,"A","1","21","Pinus sylvestris",2,22,11,10,0,"2","Thicket",2,"Thicket",3,"Polewood",2,"Artificial","I",NA,2,"Artificial",2,"Plantation",60,50,40,NA,NA,1,"1–4 stems",NA,NA
391,42.633553,-4.855063,NA,NA,"A","1","25","Pinus nigra",1,8,20,10,0,"1","Young growth",2,"Thicket",3,"Polewood",2,"Artificial","I",NA,2,"Artificial",2,"Plantation",40,50,60,1,"1–4 stems",1,"1–4 stems",NA,NA
392,42.6236709,-4.89115871,NA,NA,"A","1","21","Pinus sylvestris",NA,NA,12,10,0,NA,NA,2,"Thicket",3,"Polewood",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",NA,40,40,NA,NA,1,"1–4 stems",NA,NA
392,42.6236709,-4.89115871,NA,NA,"A","1","25","Pinus nigra",NA,NA,20,10,0,"1","Young growth",2,"Thicket",3,"Polewood",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",40,50,50,NA,NA,1,"1–4 stems",NA,NA
392,42.6236709,-4.89115871,NA,NA,"A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,3,">15 stems",3,">15 stems",3,">15 stems"
393,42.624155,-4.879171,"A","1",NA,NA,"21","Pinus sylvestris",2,11,NA,25,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,50,40,NA,0,NA,NA,NA,NA,NA
393,42.624155,-4.879171,"A","1",NA,NA,"25","Pinus nigra",2,13,NA,25,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,40,40,NA,1,"1–4 stems",NA,NA,NA,NA
393,42.624155,-4.879171,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
394,42.624354,-4.866984,"A","1",NA,NA,"25","Pinus nigra",3,17,NA,30,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,40,40,NA,0,NA,NA,NA,NA,NA
394,42.624354,-4.866984,"A","1",NA,NA,"25","Pinus nigra",3,17,NA,30,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,60,40,NA,0,NA,NA,NA,NA,NA
394,42.624354,-4.866984,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
395,42.614953,-4.891087,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,42.615353,-4.866715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,42.605953,-4.890814,"A","1",NA,NA,"25","Pinus nigra",8,17,NA,35,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,40,40,NA,0,NA,NA,NA,NA,NA
399,42.605953,-4.890814,"A","1",NA,NA,"25","Pinus nigra",8,17,NA,35,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,50,40,NA,0,NA,NA,NA,NA,NA
399,42.605953,-4.890814,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
400,42.606153,-4.87863,"A","4","A","1","25","Pinus nigra",11,15,15,35,0,"3","Polewood",4,"Old growth",4,"Old growth",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",50,50,50,0,NA,NA,NA,NA,NA
400,42.606153,-4.87863,"A","4","A","1","25","Pinus nigra",11,15,15,35,0,"1","Young growth",4,"Old growth",4,"Old growth",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",40,50,50,0,NA,NA,NA,NA,NA
400,42.606153,-4.87863,"A","4","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",3,">15 stems",3,">15 stems"
401,42.60655,-4.854261,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
406,42.578951,-4.889998,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,3,">15 stems",3,">15 stems",NA,NA
409,42.543148,-4.876739,"A","4","A","1","43","Quercus pyrenaica",1,22,30,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,60,60,3,">15 stems",3,">15 stems",3,">15 stems"
410,42.543346,-4.864567,"A","4","A","1","25","Pinus nigra",19,17,24,25,0,"4","Old growth",4,"Old growth",4,"Old growth",2,"Artificial","I",NA,2,"Artificial",2,"Plantation",50,60,60,1,"1–4 stems",NA,NA,2,"5–15 stems"
410,42.543346,-4.864567,"A","4","A","1","26","Pinus pinaster",22,9,16,25,0,NA,NA,4,"Old growth",4,"Old growth",2,"Artificial","I",NA,2,"Artificial",2,"Plantation",NA,40,40,1,"1–4 stems",NA,NA,2,"5–15 stems"
413,42.524946,-4.888369,"A","1",NA,NA,"25","Pinus nigra",2,36,NA,10,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,60,90,NA,2,"5–15 stems",NA,NA,NA,NA
413,42.524946,-4.888369,"A","1",NA,NA,"25","Pinus nigra",2,36,NA,10,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,90,90,NA,2,"5–15 stems",NA,NA,NA,NA
413,42.524946,-4.888369,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,3,">15 stems",2,"5–15 stems",NA,NA
414,42.525344,-4.864031,"A","1",NA,NA,"25","Pinus nigra",9,28,NA,25,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,30,90,NA,0,NA,NA,NA,NA,NA
414,42.525344,-4.864031,"A","1",NA,NA,"25","Pinus nigra",9,28,NA,25,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,40,90,NA,0,NA,NA,NA,NA,NA
414,42.525344,-4.864031,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,3,">15 stems",1,"1–4 stems",NA,NA
415,42.515945,-4.888098,"A","1",NA,NA,"25","Pinus nigra",1,25,NA,20,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,60,90,NA,2,"5–15 stems",NA,NA,NA,NA
415,42.515945,-4.888098,"A","1",NA,NA,"25","Pinus nigra",1,25,NA,20,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,90,90,NA,2,"5–15 stems",NA,NA,NA,NA
415,42.515945,-4.888098,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,3,">15 stems",1,"1–4 stems",NA,NA
417,42.507342,-4.863496,"A","4","A","1","25","Pinus nigra",6,35,34,25,0,"2","Thicket",4,"Old growth",4,"Old growth",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",90,80,80,1,"1–4 stems",NA,NA,NA,NA
417,42.507342,-4.863496,"A","4","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",3,">15 stems",3,">15 stems"
419,42.663374,-4.672924,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",2,"5–15 stems",NA,NA
420,42.663552,-4.660727,"A","3E","A","1","21","Pinus sylvestris",NA,15,11,35,0,NA,NA,4,"Old growth",4,"Old growth",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",NA,60,60,NA,NA,NA,NA,1,"1–4 stems"
420,42.663552,-4.660727,"A","3E","A","1","43","Quercus pyrenaica",NA,NA,3,NA,0,NA,NA,NA,NA,3,"Polewood",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,2,"5–15 stems",3,">15 stems"
420,42.663552,-4.660727,"A","3E","A","1","58","Populus nigra",5,NA,NA,NA,NA,"2","Thicket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,3,">15 stems",NA,NA,NA,NA
422,42.66459,-4.587543,"A","1",NA,NA,"43","Quercus pyrenaica",2,3,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,3,">15 stems",3,">15 stems",NA,NA
423,42.664758,-4.575345,"A","1",NA,NA,"21","Pinus sylvestris",20,21,NA,45,NA,"2","Thicket",4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,40,80,NA,3,">15 stems",NA,NA,NA,NA
423,42.664758,-4.575345,"A","1",NA,NA,"21","Pinus sylvestris",20,21,NA,45,NA,"2","Thicket",4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,90,80,NA,3,">15 stems",NA,NA,NA,NA
423,42.664758,-4.575345,"A","1",NA,NA,"43","Quercus pyrenaica",2,1,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,0,NA,1,"1–4 stems",NA,NA
426,42.65328,-4.745852,"A","3E",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,NA,NA,3,">15 stems",NA,NA
428,42.65455,-4.660488,"A","1",NA,NA,"37","Juniperus communis",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","1","Seed",NA,NA,NA,NA,NA,10,NA,1,"1–4 stems",1,"1–4 stems",NA,NA
429,42.655075,-4.623901,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,1,"1–4 stems",1,"1–4 stems",NA,NA
430,42.655587,-4.587314,"A","1",NA,NA,"43","Quercus pyrenaica",2,3,NA,0,NA,NA,NA,4,"Old growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,3,">15 stems",2,"5–15 stems",NA,NA
432,42.655923,-4.562922,"A","1",NA,NA,"25","Pinus nigra",7,33,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,NA,90,NA,1,"1–4 stems",NA,NA,NA,NA
434,42.643716,-4.782178,"A","3E","A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,42.643905,-4.769986,"A","1",NA,NA,"25","Pinus nigra",27,30,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,NA,60,NA,0,NA,NA,NA,NA,NA
435,42.643905,-4.769986,"A","1",NA,NA,"26","Pinus pinaster",42,12,NA,30,NA,"3","Polewood",4,"Old growth",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,70,30,NA,0,NA,NA,NA,NA,NA
437,42.644279,-4.7456,"A","1",NA,NA,"21","Pinus sylvestris",8,12,NA,30,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,60,50,NA,0,NA,NA,NA,NA,NA
437,42.644279,-4.7456,"A","1",NA,NA,"21","Pinus sylvestris",8,12,NA,30,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,70,50,NA,0,NA,NA,NA,NA,NA
437,42.644279,-4.7456,"A","1",NA,NA,"25","Pinus nigra",10,27,NA,30,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,NA,50,NA,0,NA,NA,NA,NA,NA
438,42.644464,-4.733407,"A","1",NA,NA,"21","Pinus sylvestris",15,15,NA,35,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,70,50,NA,0,NA,NA,NA,NA,NA
438,42.644464,-4.733407,"A","1",NA,NA,"21","Pinus sylvestris",15,15,NA,35,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,50,50,NA,0,NA,NA,NA,NA,NA
438,42.644464,-4.733407,"A","1",NA,NA,"25","Pinus nigra",5,9,NA,35,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,NA,40,NA,1,"1–4 stems",NA,NA,NA,NA
440,42.646585,-4.587085,"A","1",NA,NA,"26","Pinus pinaster",10,11,NA,0,NA,NA,NA,4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,NA,30,NA,0,NA,1,"1–4 stems",NA,NA
440,42.646585,-4.587085,"A","1",NA,NA,"43","Quercus pyrenaica",NA,8,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,NA,NA,2,"5–15 stems",NA,NA
442,42.634524,-4.794112,NA,NA,"A","1","43","Quercus pyrenaica",3,NA,12,0,0,NA,NA,2,"Thicket",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,3,">15 stems",3,">15 stems",3,">15 stems"
443,42.634714,-4.781921,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,42.635463,-4.733158,"A","4","A","1","21","Pinus sylvestris",3,16,10,30,0,NA,NA,3,"Polewood",3,"Polewood",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",NA,40,40,0,NA,NA,NA,1,"1–4 stems"
444,42.635463,-4.733158,"A","4","A","1","25","Pinus nigra",10,17,21,30,0,"3","Polewood",3,"Polewood",3,"Polewood",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",50,40,40,NA,NA,NA,NA,1,"1–4 stems"
444,42.635463,-4.733158,"A","4","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",3,">15 stems",3,">15 stems"
445,42.63619,-4.684392,"A","4","A","1","43","Quercus pyrenaica",16,1,3,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,3,">15 stems",2,"5–15 stems",1,"1–4 stems"
446,42.636722,-4.647817,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,42.637919,-4.562471,"A","1",NA,NA,"43","Quercus pyrenaica",NA,22,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
448,42.638084,-4.550278,"A","4","A","1","21","Pinus sylvestris",11,15,21,40,0,"3","Polewood",3,"Polewood",4,"Old growth",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",80,80,80,1,"1–4 stems",NA,NA,NA,NA
448,42.638084,-4.550278,"A","4","A","1","43","Quercus pyrenaica",4,1,6,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",3,">15 stems",3,">15 stems"
449,42.625523,-4.793853,"A","4","A","1","25","Pinus nigra",2,36,35,20,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",60,70,80,2,"5–15 stems",NA,NA,1,"1–4 stems"
449,42.625523,-4.793853,"A","4","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,20,3,">15 stems",3,">15 stems",3,">15 stems"
